song,lyrics
throughthenight,  Tell me something that'll ease my pain   I am living life in vain   Crying doesn't help me any more   Tell me something that'll ease my mind   I am walking the line   Trying doesn't get my anywhere      I wander through the night   All the stars are shining bright   Searching for a guiding light   I wander through the night      Tell me something 'cause I need to know   Can you teach me how to live   How to understand how to love and how to give   Anger burns in bitterness and fills me up inside   I can't face it and there's no place I can hide      I wander through the night   All the stars are shining bright   Searching for a guiding light   I wander through the night      Tell me something 'cause I need to know   Can you teach me how to live   How to understand how to love and how to give   Anger burns in bitterness and fills me up inside   Without your love there's nowhere I can hide      I wander through the night   All the stars are shining bright   Earching for a guding light   I wander through the night            
sayitsnottrue,  The harder we play   The faster we fall   When we think that we know it all   We know nothing at all     The letter arrives   Like a bolt from the blue   So what's left of your lives   All your dreams lost to you     Say it ain't true   Say it today   When I open my eyes   Will it all go away     Say it's not true   Say it's not real   Can't be happening to you   Can't be happening to me     It's hard not to cry   It's hard to believe   So much heartache and pain   So much reason to grieve     With the wonders of science   All the knowledge we've stored   Magic cocktails for lives   People just can't afford     Say it's not true   You can say it's not right   It's hard to believe   The size of the crime     Say it's not true   You can say it's not right   So hard to believe   The size of the crime     Say...   Say it's not real   It could be happening to you     Say it's not true   Say it's not right   It's hard to believe   The size of the crime     Say it's not true   Say it's not real   It could be happening to you   It could be happening to me            
surfsupschoolsout,  Surf's up   School's out   I got a criminal urge to   Twist and shout      I've been searching   My whole life through   For some perfect dream   Imagined in my youth      Follow that dream   Surf's up - School's out   Surf's up - School's out      For a perfect life   Find a perfect girl   You gotta follow that dream   To a perfect world      I've been a searcher   An adventurer too   This ride still runs   I wanna ride with you      This ride still runs   Wanna ride with you      Follow that dream   Surf's up - School's out   Surf's up - School's out      In the town and the country   We all lay and dreamed our dreams   Then we found the world is tough   And all is not quite what it seems   Gotta take it by the horns   Gotta seize your precious day   Got to follow your dream      Follow that dream   Follow that dream      Follow that dream   Surf's up - School's out      Follow that dream   Surf's up - School's out   Surf's up      Follow that dream   Surf's up - School's out   Surf's up - School's out      Follow that dream   Follow that dream            
runaway,  As I walk along I wonder    What went wrong with our love    A love that was so strong    And as I still walk on I think of    The things we've done together    While our hearts were young       I'm a-walking in the rain    Tears are falling and I feel the pain    Wishing you were here by me    To end this misery and I wonder    I wah  wah  wah  wah wonder    Why    Why  why  why  why  why she ran away    And I wonder when she will stay    My little runaway a-run  run  run  run  a-runaway       I'm a-walking in the rain    Tears are falling and I feel the pain    Wishing you were here by me    To end this misery and I wonder    I wah  wah  wah  wah wonder    Why    Why  why  why  why  why she ran away    And I wonder when she will stay    My little runaway  a-run  run  run  run  a-runaway    Run run run run runaway    Run run run run runaway            
ahumanbody,  They were talking in whispers  In bear skins and fur  Captain Scott and his heroes to be  To have laboured so long  To have made it this far  Ooh it's been such a long ride  Ooh you know it's been a long way  For a human human human  For a human body you see  Can you believe it happens?  Now it happens here  Do you believe do you believe or really care  Can you believe it happens?  Now it happens here  To a human human  With a human body you see    There ain't nobody gets out of this moonlight  Today is surprisingly fair  Oh oh oh oh woo woo    We've got problems the Lone Ranger can't fix  The invisible man couldn't see  It takes a tough guy  To learn some new tricks  Ooh it takes such a long time  Ooh it's been such a long way  For a human human human  For a human body you see  Can you believe it happens?  Now it happens here  Do you believe do you believe or really care  Can you believe it happens?  Now it happens here  To a human human  With a human body you see    You know it's been such a long while  It's been such a long while  Takes such a long time  It takes such a long time  It's been such a long way  Been such a long way  It's been such a long while  Been such a long while  Yeah yeah yeah yeah yeah yeah!  It's gonna be a long ride            
betyourbottomdollarbillyoureaplayboy,  Daddy Cool with a ninety dollar smile  Took my money out of gratitude  And he git right outta town - well    I gotta getty up  steady up  shoot him down  Gotta hit that latitude - babe    Daddy Cool with a ninety dollar smile  Took my money out of gratitude  And he git right outta town - well    Big bad Leroy Brown he got no common  sense - no  no  He got no brains but he sure gotta lot of style  Can't stand no more in this here jail  I gotta rid myself of this sentence    Gotta get out the heat  step into the shade  Gotta get me there dead or alive - babe    Wooh  wooh  big bad Leroy  wooh  wooh   Wooh  wooh  big bad Leroy - Brown - well    Daddy Cool with a ninety dollar smile  Took my money out of gratitude  And he git right outta town - well    Big Mama Lulu Belle she had a nervous breakdown  (She had a nervous breakdown)  Leroy's taken her honey chile away  But she met him down at the station  Put a shot gun to his head  And unless I be mistaken  This is what she said  &quot;Big bad  big boy  big bad Leroy Brown  I'm gonna get that cutie pie&quot;    Daddy Cool with a ninety dollar smile  Took my money out of gratitude  And he git right outta town - well            
bigbadcausedamightyfinesensation,  Gone and got himself elected president  (We want Leroy for President)    Next time  you gotta hit a bitty baddy  weather  This time  like a shimmy  shammy leather  He's a big boy  bad boy  Leroy  I don't care where you get him from    Bring that big bad Leroy back  Want him back            
faceitalone,  When something here so near   And dear to life  Explodes inside   You feel your soul   Is set on fire     There's something  De-de-de-de-oh  De-de-de-ay-oh-oh-oh-oh-ohh    When the moon has lost it's clothes  And the sun begins to Loom    When something here so near (and so far)  And dear to life (tonight)  Explodes inside (falls down inside)    You feel your soul (you cry till you hurt)  Is set on fire (go out and hear)    There's something  De-de-de-de-oh  De-de-de-ay-oh-oh-oh-oh-ohh    When the moon has lost it's clothes  And the sun begins to Loom    De-de-de-de-oh  De-de-de-ay-oh-oh-oh-oh-ohh            
feelingsfeelings,  Wooh  Gotta get rid of this feeling I'm feeling done  Yes  I've gotta gid rid of this feeling that's under my charm  yes  I've been waiting so long  I've just got to get ah  <i>[?]</i>  Yes  got to get a  feeling  feeling babe  Yes  I feel it  I feel it  this feeling's driving me mad  I can't stand it  Now that I'm here  I've got to give you all that I ever had  sure do     Now that I'm here  I can see you so clearly  It's the way I should say it  It's not what I say it's the way that I say it  It's not how I play it's the way that I play it  Oooh  ooh  ooh  yeah  I feel  Ow     Oooh  got to get rid of this feeling I'm feeling inside  yeah  Oh  I've got to  I've got to  I've got to get rid of this feeling  the feeling is driving me mad  Oh  now that I'm here  I've got to give you all that I ever had  stop  Ooh            
flash,  Flash a-ah  Savior of the Universe  Flash a-ah  He'll save every one of us    (Seemingly there is no reason for these extraordinary intergalactical upsets)  (Ha Ha Ha Ha Ha Ha Ha)  (What's happening Flash?)  (Only Doctor Hans Zarkhov  formerly at NASA  has provided any explanation)    Flash a-ah  He's a miracle    (This morning's unprecedented solar eclipse is no cause for alarm)    Flash a-ah  King of the impossible    He's for every one of us  Stand for every one of us  He save with a mighty hand  Every man  every woman  Every child  with a mighty  Flash    (General Kala  Flash Gordon approaching.)  (What do you mean Flash Gordon approaching? Open fire! All weapons! Dispatch war rocket Ajax to bring back his body)    Flash a-ah  (Gordon's alive!)    Flash a-ah  He'll save every one of us    Just a man  With a man's courage  You know he's  Nothing but a man  And he can never fail  No one but the pure at heart  May find the Golden Grail  ...Oh..Oh........Oh..Oh....    (Flash  Flash  I love you  but we only have fourteen hours to save the Earth!)  Flash            
letmeinyourheartagain,  When people talk of love  I'll lead the conversation  I'll say I feel just fine  Happy with my situation    But when I look away  huh  People know my mind straying  To where I once belonged  Dreaming about your heart again  (Your heart again  your heart again)  Let me in your heart again    We like to face the blues  I give you satisfaction (It's your heart again)  Despair was on your mind  I gave you the right direction (It's your heart again)    So don't you walk away  Remember it's my heart your breaking  You forget we were in love  Now my heart is only filled with pain  (Your heart again  your heart again)  Let me in your heart again    Oh my love I want you to stay  Don't leave me now or I'll just fade away  Oh my love  don't hurt me this way  Don't make me wait too long or I'll lose my mind    When people talk of love  I have no hesitation (It's your heart again)  Tell me what you're dreaming of  I'll hold a conversation for you babe (It's your heart again)    But when I look away  huh  People know my mind straying  To where I once belonged  Just let me in your heart again  Your heart again  Oh  let me in your heart again    Open the doors for me  babe    Your heart again    Let me in  Hey  love  Let me love  let me live and love in your heart again            
lostopportunity,  With the morning I face the sun  I lift my head and smile for everyone  Every afternoon you'll find me working on  I got my new shoes on  Got to be moving on  (That's what they say)  Every night I'm tossed  And I shake my fevered brow  Thinking of my lost opportunity    Yes every morning I face the sun  I get so positive with everyone  And every afternoon   you'll find the cracks showing through  They know what I'm going through  (Oh yes they do)  Every evening finds me  The optimist behind me  Gone with my lost opportunity            
loveofmylifelive,  Love of my life  you've hurt me.  You've broken my heart   And now you leave me.    Love of my life  can't you see?  Bring it back  bring it back   Don't take it away from me   Because you don't know   What it means to me.    Love of my life  don't leave me.  You've stolen my love  you now desert me.    Love of my life  can't you see?  Bring it back  bring it back   Don't take it away from me   Because you don't know   What it means to me.    You will remember  When this is blown over  And everything's all by the way.  When I grow older  I will be there at your side   To remind you how I still love you.  I still love you.    I still love you.    Oh  hurry back  hurry back.  Don't take it away from me    Because you don't know   What it means to me.    Love of my life.  Love of my life.            
noonebutyouonlythegooddieyoung,  A hand above the water  An angel reaching for the sky  Is it raining in heaven?  Do you want us to cry?    And everywhere the broken-hearted  On every lonely avenue  No-one could reach them  No-one but you    One by one  Only the good die young  They're only flyin' too close to the sun  And life goes on  Without you...    Another tricky situation  I get to drownin' in the blues  And I find myself thinkin'  Well  what would you do?    Yes  it was such an operation  Forever paying every due  Hell  you made a sensation  You found a way through    One by one  Only the good die young  They're only flyin' too close to the sun  We'll remember  Forever...    And now the party must be over  I guess we'll never understand  The sense of your leaving  Was it the way it was planned?    And so we grace another table  And raise our glasses one more time  There's a face at the window  And I ain't never  never sayin' goodbye...    And it's one by one  Only the good die young  They're only flyin' too close to the sun  Cryin' for nothing  Cryin' for no-one  No-one but you            
seewhatafoolivebeenbbcsessions,  Well  she's gone  gone this morning.  See what a fool I've been.  Oh  Lord.  I said  &quot;What a fool I've been.&quot;    Got a train  a train to Georgia.  Sixteen-coaches long.  Oh  Lord.  I said  &quot;Sixteen-coaches long.&quot;    I walked out onto the highway.  Oh  Lord.  I said  &quot;Greyhound bus at dawn.&quot;    Oh  so nice.   I hear.    I walked out onto the highway.  Greyhound bus at dawn.  Oh  Lord.  I said  &quot;Greyhound bus at dawn.&quot;    Was it long time ago?  Sure  dear.     Well  she's gone  gone this morning.  See what a fool I've been.  So long.  I said  &quot;What a fool I've been.&quot;            
seewhatafoolivebeenlive,  We'd like to leave you now with a number called &quot;See What A Fool I've Been&quot;.    Well  she's gone  gone this morning.  See what a fool I've been.  Oh  Lord.  I said  &quot;What a fool I've been.&quot;    I got a train  I come outta a train to Georgia.  Sixteen-coaches long.  Oh  Lord.  I said  &quot;Sixteen-coaches long.&quot;    Sure it had.  Alright.    My dog is too hungry  It just  it just kept on barking.  Oh  he said he just don't feel the same  Oh  Lord  He said  &quot;Just don't feel the same.&quot;  He said  I don't  He said  I don't  He said  I don't feel the same.  Oh  but...  Come on.    Well  she's gone  gone this morning.  See what a fool I've been.  Oh  Lord.  I said  &quot;What a fool   xe2x80x94Merry Christmas  everybodyxe2x80x94  I've been.&quot;    Thank you. Goodbye.            
soulbrother,  God bless my soul here he comes now  The man with the most how does he do it?  Sure he's got style he's so heavy  He's a trip can do anything  Anything anything  He's my soul brother    He's my best friend he's my champion  And he will rock you rock you rock you  'Cause he's the saviour of the universe  He can make you keep yourself alive  Make yourself alive  Ooh brother cause he's somebody somebody  You can love  He's my soul brother    When you're under pressure feeling under pressure  Yeah pressure yeah pressure  He won't let you down  When you're under pressure  Oh feeling under pressure yeah pressure  So he won't let you down  My brother won't let you down  He won't he won't he won't let you down  He can do anything anything anything  He's my soul brother    Yeah yeah yeah yeah yeah yeah yeah  Ooh soul brother anything (soul brother)  Anything (soul brother) anything (soul brother)  He's my soul brother brother brother brother brother  Anything (soul brother) anything (soul brother) anything   (soul brother)  He's my soul brother    Soul brother he can do anything  He can do anything  'Cause he's my soul brother            
thankgoditschristmas,  Oh my love we've had our share of tears  Oh my friend we've had our hopes and fears  Oh my friends it's been a long hard year  But now it's Christmas  Yes it's Christmas  Thank God it's Christmas    The moon and stars seem awful cold and bright  Let's hope the snow will make this Christmas right  My friend the world will share this special night  Because it's Christmas  Yes it's Christmas  Thank God it's Christmas  For one night    Thank God it's Christmas yeah  Thank God it's Christmas  Thank God it's Christmas  Can it be Christmas?  Let it be Christmas  Ev'ry day    Oh my love we've lived in troubled days  Oh my friend we have the strangest ways  All my friends on this one day of days  Thank God it's Christmas  Yes it's Christmas  Thank God it's Christmas  For one day    Thank God it's Christmas  Yes it's Christmas  Thank God it's Christmas  Oooh yeah  Thank God it's Christmas  Yes yes yes yes it's Christmas  Thank God it's Christmas  For one day    A very merry Christmas to you all            
thehero,  So you feel that you ain't nobody  Always needed to be somebody  Put your feet on the ground  Put your hand on your heart  Lift your head to the stars  And the world's for your taking    (All you gotta do is save the world)    So you feel it's the end of the story  Find it all pretty satisfactory  Well I tell you my friend  This might seem like the end  But the continuation  Is yours for the making    Yes you're a hero (oooh yeah)    <i>[Instrumental]</i>    Flash!! Ahaaa    He's for every one of us  Stands for every one of us  He saved with a mighty hand (with a mighty hand)  Every man every woman   Every child he's the mighty    Flash! Ahahhhhhh            
wearethechampions724741,  I've paid my dues  Time after time.  I've done my sentence  But committed no crime.    And bad mistakesxe2x80x92  I've made a few.  I've had my share of sand kicked in my face   But I've come through.    We are the champions  my friends.  And we'll keep on fighting 'til the end.  We are the champions.  We are the champions.  No time for losers  'Cause we are the champions of the world.    I've taken my bows   And my curtain calls.  You brought me fame and fortune  and everything that goes with it.  I thank you all.    But it's been no bed of roses   No pleasure cruise.  I consider it a challenge before the whole human race   And I ain't gonna lose.    We are the champions  my friends.  And we'll keep on fighting 'til the end.  We are the champions.  We are the champions.  No time for losers  'Cause we are the champions of the world.    We are the champions  my friends.  And we'll keep on fighting 'til the end.  We are the champions.  We are the champions.  No time for losers  'Cause we are the champions of the world.            
youarethechampionsremix,  I've paid my dues  Time after time  I've done my sentence  But committed no crime  And bad mistakes  I've made a few  I've had my share of sand kicked in my face  But I've come through    We are the champions  my friends  And we'll keep on fighting till the end  We are the champions  We are the champions  No time for losers  'Cause we are the champions    You are the champions  my friends  And you'll keep on fighting till the end  You are the champions  You are the champions  No time for losers  'Cause you are the champions  Of the world            
